imdb_title_id,weighted_average_vote,total_votes,mean_vote,median_vote,males_allages_avg_vote,females_allages_avg_vote,top1000_voters_rating
tt2296857,6.2,215,6.4,7,6.1,6.4,4.4
tt2296935,5,774,5.3,5,5,5.4,4.9
tt2297063,5.8,1517,5.9,6,5.8,5.6,5.7
tt2297108,3.9,952,4.2,4,3.8,4.1,3.5
tt2297164,5.9,3043,6,6,5.9,6.2,5.5
tt2297812,4,165,4.2,4,3.9,3.8,3.4
tt2298186,4.9,442,5.2,5,4.9,4.8,3.9
tt2298224,5.1,985,5.4,5,5.1,5.6,4.3
tt2298274,2.4,240,3.1,2,2.4,2.3,2.2
tt2298304,6.2,129,7,7,6.3,6.3,4.6
tt2298384,6.3,4345,6.5,7,6.2,6.5,6.2
tt2298394,3.9,1585,4.5,4,3.5,5.3,3.7
tt2298416,6.7,1441,6.8,7,6.6,6.9,6.5
tt2298465,5.9,251,6.1,6,5.8,6.5,3.5
tt2298738,4,117,5.5,5,4.3,3.9,2.8
tt2298820,6.9,1276,7,7,6.9,7.1,6.4
tt2298990,6.3,631,7,7,6.2,6.3,3.8
tt2299206,5.4,3211,5.4,6,5.4,5.2,5.2
tt2299471,7,248,7,7,7.1,6.8,6
tt2299531,6.6,152,7,7,6.7,6.5,6
tt2299573,7.4,110,7.9,9,7.4,7,2.8
tt2299577,4.4,291,4.7,5,4.2,4.9,2.4
tt2299792,5.7,243,5.6,6,5.6,5.5,3
tt2299842,7.2,11833,7.3,7,7.1,7.5,6
tt2299954,6.4,706,6.5,7,6.2,6.9,5.5
tt2300488,7.1,241,7.6,8,7.1,7.2,1
tt2300552,5,190,5.9,5.5,5.2,4.8,4
tt2300783,1.8,149,2.8,1,1.7,2.9,1.3
tt2300913,4.5,418,5.6,6,3.7,5.1,4.9
tt2300975,5.4,21208,5.6,6,5.4,5.5,5
tt2300995,6.2,303,6.4,6,6.2,6.4,6.7
tt2301059,6.7,310,6.8,7,6.9,6,7.7
tt2301147,5.4,1068,5.9,6,5.2,6.1,3.7
tt2301155,5.9,5738,6.3,6,5.9,4.5,4.5
tt2301165,4.2,454,4.6,4,4.1,3.6,8.2
tt2301291,6.6,332,6.6,7,6.6,6.9,6.7
tt2301592,7.5,6958,7.6,8,7.5,7.8,6
tt2301900,4,897,4.6,4,3.9,4.3,4.5
tt2302334,6.4,323,6.5,7,6.4,6.5,6
tt2302416,7.1,314,7.6,8,7.1,7.2,4
tt2302583,5.1,181,5.4,6,5.1,4.4,4.6
tt2302601,4,674,4.4,4,4,3.7,3.3
tt2302739,6.7,406,6.9,7,6.5,7.3,4.4
tt2302755,6.5,242508,6.7,7,6.4,6.8,6
tt2302945,7.1,202,8,9,7.2,5.7,1.8
tt2302966,7.3,17807,7.9,8,7.3,7,4.5
tt2302969,4.6,315,5.2,5,4.5,5.3,4.1
tt2303110,2.3,1121,2.8,2,2.3,2.2,2.3
tt2303112,5.5,287,6.1,6,5.1,5.8,5.8
tt2304426,7.3,10864,7.3,7,7.3,7.4,6.1
tt2304459,6.5,1617,6.9,7,6.1,6.8,4.6
tt2304573,5,517,5.6,5,4.8,5.4,5
tt2304655,7.1,5368,7.5,8,7,5.9,6
tt2304662,5.3,345,5.8,6,5.2,5.2,5
tt2304771,7.1,25425,7.3,7,7.1,7.3,6.3
tt2304835,6.4,906,8.8,10,5.9,5.2,3.3
tt2304933,5.2,92877,5.4,5,5,5.8,4.8
tt2304953,5.7,17769,5.8,6,5.7,6,5.1
tt2305003,2.4,197,3,1,2.5,2.5,1.4
tt2305051,7.1,112609,7.2,7,7.1,7.4,6.6
tt2306342,3.3,397,4.2,3,2.8,2.8,4.4
tt2306441,3.8,108,4.6,4,3.7,4.3,3.2
tt2306511,4.1,185,4.4,4,4,4.4,2.9
tt2306633,5.4,217,6.7,7,5.5,5.4,2.7
tt2306707,3.2,107,4.5,3,3,6.6,4.8
tt2306783,6.7,1964,6.5,7,6.7,6.5,5.4
tt2306786,5.9,534,6.7,8,4.3,8.8,3.4
tt2306836,4.9,883,6.6,7,4.6,5.7,4.6
tt2307002,6.5,3355,7.8,8,5.8,8,4.7
tt2308260,5.7,3269,5.9,6,5.7,5.7,5.4
tt2308583,2.4,199,3.1,2,2.4,2.9,2.1
tt2308606,4.5,177,5.4,5,4.4,4.8,3.2
tt2308673,5.6,123,6,6,5.7,5.1,4.3
tt2308682,5.2,469,5.6,6,5.3,5,4.3
tt2308711,5.7,118,6.3,6,5.2,6,4.4
tt2308725,6.7,1597,6.7,7,6.6,7.1,6.1
tt2308745,4.6,326,5.1,5,4.4,4.9,2.5
tt2308773,6.5,6216,6.7,7,6.5,6.9,5.2
tt2308797,5.2,238,5.4,5,5.3,4.5,4
tt2308822,4.9,526,5.4,5,4.8,5.1,4.8
tt2308860,6.3,567,6.5,6,6.3,6.6,6.2
tt2309021,5.9,18736,5.9,6,5.9,5.6,5.5
tt2309048,4.1,173,4.1,4,4.4,3.5,4.2
tt2309224,6.8,14444,6.8,7,6.8,6.9,6.3
tt2309260,4.2,18219,4.5,4,4.2,4.4,3.8
tt2309600,6.3,5176,6.8,7,6.2,6.1,4.6
tt2309764,5.7,6754,6,6,5.7,5.5,4.5
tt2309941,7.2,267,7.5,7,7.1,7.4,5
tt2309961,6.3,20520,6.4,7,6.3,6.2,5.4
tt2309987,5.3,3236,5.6,6,5.2,5.3,4.3
tt2309999,5.1,118,5.7,6,5.3,4.8,4.6
tt2310003,6.2,117,6.6,7,6,6.5,5.3
tt2310109,6,1236,6.2,6,6,6,5.1
tt2310316,7.1,610,7.8,8,6.6,5.6,4.8
tt2310332,7.4,447259,7.5,8,7.3,7.7,7.3
tt2310792,6.7,759,7,7,6.5,7.1,5.1
tt2310958,3.7,106,4.2,4,3.6,5.5,3.6
tt2310964,4.2,114,4.6,5,4.2,4.2,4
tt2311182,5.6,551,5.9,6,5.5,5.7,5.5
tt2311278,6.6,826,7.6,8,6.2,7.5,
tt2311348,6.3,966,6.6,7,6.2,6.4,6.6
tt2311428,3,192,4.7,3,2.8,4.1,3.2
tt2311526,5.6,447,5.8,6,5.7,5.6,4.9
tt2311530,8.8,256,8.6,9,9.1,8.7,6
tt2311776,5.5,146,7.6,9,5.5,6.2,5.1
tt2311822,5.9,384,6.2,7,5.8,6.3,3
tt2311912,4,343,4.9,4,3.4,5.5,3
tt2311948,5.7,221,6.3,6,5.3,6.3,4.1
tt2312184,6,2095,6.9,7,5.5,7,5.1
tt2312262,6.8,1301,7.5,8,6.7,6.7,4.4
tt2312322,6.5,137,7.3,9,5.3,3.9,5
tt2312390,6.8,699,7.2,7,6.7,7,5.4
tt2312718,6.5,100592,6.7,7,6.5,6.7,6
tt2312890,5.7,9089,5.8,6,5.7,5.9,5.4
tt2313189,4.5,2708,6.2,7,4.2,4.1,3.8
tt2313780,1.8,1393,2.4,1,1.8,1.7,2.1
tt2313896,6.2,902,6.5,7,6.2,6.3,5.2
tt2314036,5.3,234,6,6,5.4,5.3,3.6
tt2314374,4.5,311,5.5,5,4.5,4.6,4.1
tt2314414,5.5,127,6.1,6,5.5,6.2,1
tt2314824,4.4,8895,4.8,5,4.5,4.2,4.4
tt2314886,4.1,2482,4.4,4,4,4.7,4.2
tt2315152,7.4,5924,7.8,8,6.9,7.9,5.3
tt2315200,6.7,6941,6.8,7,6.6,7.1,5.7
tt2315226,7.2,1881,6.1,7,7.3,7.4,5.1
tt2315236,5.4,829,3.9,3,5.7,6.7,5.3
tt2315388,6.6,116,6.8,7,6.5,6.9,7.7
tt2315558,6.2,1359,6.4,6,6,6.6,5.4
tt2315582,6.2,8215,6.2,6,6.2,6.2,5.4
tt2315596,6.2,8737,6.3,6,6.2,6.2,5.5
tt2315628,6.4,848,6.5,7,6.3,6.3,4.8
tt2316000,7.7,459,8,8,7.5,7.9,3.4
tt2316204,6.4,234503,6.4,7,6.4,6.3,6.2
tt2316411,6.9,149104,6.9,7,6.9,6.6,6.5
tt2316479,5.5,1790,5.7,6,5.5,5.6,4.3
tt2316573,6.4,116,6.4,6,6.4,5.8,6.2
tt2316627,5.2,219,5.7,6,5.1,5.4,5.3
tt2316756,7.1,467,7.6,8,7.1,7,1
tt2316801,6.4,18457,6.6,7,6.2,6.7,5.5
tt2316810,6.2,196,6.4,7,6.1,6.2,4.1
tt2316817,5.8,107,6,7,5.6,6.4,4.5
tt2316868,6.1,1208,6.4,6,6.1,5.5,4.8
tt2316929,6.4,344,6.5,7,6.5,6,7.8
tt2317090,5.5,200,6,6,5.3,5.9,4.7
tt2317102,6.3,610,6.3,7,6.3,6.5,5.4
tt2317127,7.4,553,7.9,8,7.4,6.9,2.7
tt2317135,4.6,276,5,5,4.6,5.2,3.7
tt2317225,6.1,29109,6.2,6,6.1,6,5.5
tt2317337,7.8,36596,7.9,8,7.8,7.3,5.3
tt2317379,4.9,156,5.2,5,5.1,4.3,
tt2317414,6.5,622,9.2,10,3.6,5,4
tt2317484,5,766,5.4,5,4.9,5.3,4.4
tt2317524,5.3,4995,5.7,6,5.3,5.6,4.9
tt2317744,3.9,121,4.3,4,3.8,3.5,3.4
tt2318092,6.3,38616,6.6,7,6.1,6.4,4.8
tt2318268,4.8,849,5.5,5,4.7,4.8,4.3
tt2318360,3.6,293,3.8,3,3.3,3.9,3.5
tt2318401,6.1,114,7.3,8,5.9,8.3,2
tt2318405,6.1,3210,6.4,6,6.1,6.2,5.6
tt2318440,5,171,5.6,6,5,5.6,4.3
tt2318527,4.9,8589,5.1,5,4.8,4.9,4.4
tt2318564,5.1,275,5.5,6,5.1,5.3,3.8
tt2318601,6.3,352,6.7,7,5.7,6.4,4.9
tt2318625,7.5,6882,7.6,8,7.6,7.3,5.2
tt2319018,4.8,580,5,5,4.7,5.4,4.4
tt2319142,5.7,135,5.5,6,5.8,5.6,5.4
tt2319456,4,215,4.5,4,3.9,4.8,4.5
tt2319580,7,14704,7.2,7,6.9,7.2,6.4
tt2319739,6.4,1167,6.8,7,6.4,7,4.9
tt2319760,7.1,1625,7.3,8,7,7.1,5.6
tt2319879,5,249,7,8,4.6,6.1,4.1
tt2319889,6.1,4790,6.5,7,6.1,4.7,5.6
tt2319947,5.3,105,5.5,6,5.8,6.1,4.3
tt2320030,3.3,220,4,3,3.2,3.2,2.6
tt2320073,4.1,1249,4.8,4,4.1,4,3.3
tt2320274,6.1,769,6.1,6,6.1,6,4.6
tt2320388,4.1,490,4.4,4,4,4,3.8
tt2320924,5.4,1030,5.8,6,5.4,5.5,4.1
tt2320968,7.2,2097,7.3,7,7.1,7.6,6.4
tt2321163,6.3,5794,6.9,7,6.3,6.6,4.4
tt2321195,3.5,368,4.2,4,3.5,3.8,3.3
tt2321269,5.6,410,6.2,6,5.3,6.4,4.7
tt2321309,6,186,6.4,6,5.8,6.2,4.3
tt2321341,4.2,2438,7.4,8,3.8,4.4,4.3
tt2321405,7.8,18112,7.8,8,7.7,7.9,6.9
tt2321421,7.9,1484,8.1,8,7.8,6.4,2.5
tt2321449,3.6,340,3.8,3,3.7,3.7,3.8
tt2321471,6.2,317,6.4,6,6.3,6.2,6.2
tt2321492,6.3,157,7.3,8,6.4,6.8,6.3
tt2321499,6.3,292,6.8,7,6.2,6.4,7.7
tt2321501,4.4,768,4.8,5,4.4,4.4,4
tt2321502,6.3,4841,6.4,6,6.2,6.5,5.6
tt2321513,6.9,235,7.1,8,7,4,3.2
tt2321517,5.4,1129,4.9,5,5.4,6,5.5
tt2321549,6.8,179043,6.7,7,6.8,6.6,6.6
tt2322316,7.4,241,8.1,9,6.9,6.9,3.8
tt2322415,2.9,227,3.4,3,2.7,3.3,2.4
tt2322420,6,3326,7.1,8,6.1,5.9,5.7
tt2322441,4.1,284182,4.6,4,3.8,4.8,3.6
tt2322457,4.3,607,4.5,4,4.3,4.5,4.1
tt2322517,5.2,3901,5.5,5,5.2,5.3,4.7
tt2322601,6.3,203,6.3,6,6.3,6,5.6
tt2322603,6.3,120,6.5,7,6.2,5.7,5.8
tt2322641,5.9,1204,6.2,6,5.9,5.9,4.3
tt2322683,4.9,450,4.9,5,4.9,5.1,4.4
tt2323264,6.5,883,6.6,7,6.5,6.5,5.9
tt2323372,7.4,883,7.7,8,7.4,7.5,6.5
tt2323565,6.2,331,6.8,7,6,6.3,6.2
tt2323804,3.7,106,5,4,3.2,4.8,1.8
tt2323836,7.3,1420,7.5,8,7.3,7.4,4.9
tt2323964,6.4,4224,6.6,7,6.4,6.5,5.1
tt2324096,5.5,107,5.7,6,5.5,6.7,5.1
tt2324384,7,2818,7.1,7,6.9,7.3,5.9
tt2324730,5.3,253,5.8,6,5.3,6.9,3.8
tt2324928,2.7,712,3,2,2.6,2.7,2.4
tt2325002,5.2,3109,5.3,5,5.2,5.3,4.7
tt2325014,3.1,249,3.9,3,3,3.2,3.2
tt2325474,4.5,345,4.6,5,4.5,4.3,4.2
tt2325491,5.1,357,5.7,5,4.6,5.8,5.1
tt2325517,4.6,2822,4.8,5,4.6,4.5,4.4
tt2325518,3.7,2728,3.9,4,3.7,3.5,4
tt2325539,5,603,6,6,4.8,5.4,5.8
tt2325589,7.1,188,7.2,7,7.2,5.2,2.5
tt2325611,6,171,6.4,7,5.9,6.8,6.8
tt2325625,6.6,318,6.8,7,6.5,6.7,6.5
tt2325675,6.5,135,6.6,7,6.5,6.7,3
tt2325717,6.7,1113,6.9,7,6.6,6.9,6.1
tt2325741,6.8,2742,6.8,7,6.8,7,6.6
tt2325761,5.6,114,5.5,6,5.4,6.5,6.6
tt2325795,4.9,116,5.4,6,4.9,5,5.7
tt2325833,6,1021,5.7,6,5.7,6,6.6
tt2325853,8.1,1773,8.4,9,7.5,8.4,5.6
tt2325909,6.7,648,6.8,7,6.7,6.9,5.7
tt2325915,7.8,797,8.2,9,7.6,6.8,2.7
tt2325977,5.2,8192,5.2,5,5.2,5.3,5.2
tt2325991,2.9,109,3.8,3,2.7,3.2,2.4
tt2326059,7.7,313,7.8,8,7.8,6.7,2.8
tt2326107,5.7,516,6.5,6,5.5,6.5,6.2
tt2326124,3.5,375,3.8,3,3.4,3.7,3.3
tt2326204,4.5,437,5,5,4.5,4.9,4.6
tt2326554,7,27618,7,7,6.9,7.3,6.1
tt2326574,5.1,2406,6,6,4.8,6,4.3
tt2326612,5.9,27835,6,6,5.9,6,5.2
tt2327118,6.8,244,7.2,7,6.8,6.9,4.7
tt2327170,4.8,195,6.6,7,4.5,6.3,3.8
tt2327191,5.3,268,6.3,6,5.3,5.9,5.4
tt2327239,5.7,2508,6.3,7,5.7,6.3,4.8
tt2327243,7.6,1258,8.6,9,7.2,6.7,4.3
tt2327389,5.5,233,5.8,6,5.5,4.5,5
tt2327453,7.1,752,7.2,7,7.1,7.1,6.1
tt2327495,6.5,421,7.2,8,6.2,6.9,5.4
tt2327541,4.8,549,5.2,5,4.6,5,4.3
tt2327563,3.7,126,4.2,4,3.7,3.1,3.7
tt2327589,7.2,188,6.9,8,7.3,7.1,2.5
tt2328188,5.7,646,6.1,6,5.7,6.2,7.7
tt2328490,2.5,683,3.3,2,2.5,3,2.8
tt2328503,6.9,978,7.3,8,7,7.6,4.2
tt2328505,6.7,1026,6.9,7,6.7,6.7,5.9
tt2328529,7.1,137,7.5,8,7.1,7.4,4.2
tt2328549,4.8,3861,4.9,5,4.8,4.7,4.4
tt2328623,4.1,121,4.9,4,3.7,4.6,4.5
tt2328696,4.6,319,5.3,5,4.6,4.3,4.3
tt2328727,6.7,624,7.3,8,6.2,6.7,6.1
tt2328737,4.7,232,5.2,5,4.7,5.1,4.9
tt2328745,4.4,1138,4.9,5,4.3,5.3,3.6
tt2328813,6.7,4225,6.6,7,6.6,6.1,6.2
tt2328819,7.6,5137,7.8,8,7.6,7.6,4.8
tt2328841,3.3,803,3.6,3,3.3,3.4,3.7
tt2328900,6.3,29603,6.3,6,6.2,6.5,5.4
tt2328922,5.5,2024,5.6,6,5.8,5.1,5.2
tt2329188,5.8,389,6.3,6,5.7,6,6.7
tt2329454,6.8,118,7.7,10,6.6,8,2.6
tt2329582,4.7,122,5,5,4.8,3.9,7
tt2329674,5.4,464,6.2,6,5.3,5.7,5.4
tt2330098,8.8,2181,9,10,8.7,5.4,3.5
tt2330270,6.5,386,7,7,6.1,6.9,6.1
tt2330322,6.3,9538,6.4,7,6.3,6.3,5.2
tt2330380,4.1,176,4.6,5,3.8,5.1,4
tt2330396,4.7,110,5.4,5,4.6,4.6,2.7
tt2330444,5.4,144,5.6,6,5.3,5.1,
tt2330458,4.3,329,4.8,5,4.2,4.4,3
tt2330546,5.5,550,5.7,6,5.3,6.1,5.6
tt2330654,4.6,165,4.9,5,4.2,5.6,4.8
tt2330666,3.7,290,4.6,4,3.6,4.2,4.1
tt2330723,6.7,261,6.7,7,6.7,6.7,3.7
tt2330866,6.8,8257,6.9,7,6.8,6.9,6.1
tt2330912,7.5,367,7.5,8,7.5,7,4.8
tt2330927,7.2,4036,7.5,8,7.1,6.1,4.9
tt2330933,5.5,377,5.6,6,5.4,5.7,4.9
tt2330973,4.6,363,5.1,5,4.5,4.7,4
tt2330979,5.8,232,6,6,5.7,6.5,4.9
tt2331047,6.2,13718,6.4,6,6.1,6.4,5.6
tt2331066,6.2,880,6.6,7,6.2,6.5,5.5
tt2331143,7.8,18962,7.8,8,7.7,7.8,6.8
tt2331167,7.5,1282,7.7,8,7.4,5.3,3.4
tt2331169,7.2,517,7.9,8,7.1,6.7,3.5
tt2331880,6.2,1280,6.5,7,6.3,6.1,5.4
tt2332503,5.2,199,5.7,6,5.2,5.5,4.5
tt2332514,6.2,618,6.3,7,6.2,5.5,6
tt2332518,5.5,1869,5.5,6,5.4,5.8,6.2
tt2332563,4.7,285,4.8,5,4.5,4.8,5
tt2332573,6.4,150,6.5,7,6.2,7.7,6.2
tt2332579,5.8,7600,6,6,5.8,6,4.8
tt2332604,2.1,736,2.8,1,2.1,3.5,4.2
tt2332623,4.7,3944,5.6,5,4.4,4.4,2.6
tt2332629,5.5,204,5.7,6,5.6,5.2,4.1
tt2332672,5.2,156,5.2,5,5.1,5.4,5
tt2332707,6.5,2727,6.5,7,6.4,6.5,6.1
tt2332716,5.6,184,6.1,6,5.9,5.7,5
tt2332831,5.2,3921,5.4,5,5.1,5.3,4.6
tt2332857,2.3,250,3.1,1,2.3,2.6,1.9
tt2332865,7,144,7,7,7.2,6.8,2
tt2332881,7.2,847,7.5,8,7,7.7,4.6
tt2333238,6.6,132,5.9,6,6.7,6.3,6.3
tt2333408,6.7,388,7.1,7,6.5,7,5.5
tt2333508,3.4,1760,3.8,3,3.3,4.2,2.9
tt2333598,7.1,4861,7.4,8,7.1,7.4,5.6
tt2333784,6.1,159787,6.3,6,6.1,6.4,5.8
tt2333804,6.1,42975,6.2,6,6.1,6.2,5.4
tt2334034,5.6,468,5.7,6,5.7,5.7,6
tt2334350,3.3,105,3.8,4,3,4.7,2.6
tt2334549,5.3,129,7,8,4.9,6.7,3.7
tt2334593,6.6,992,6.9,7,6.5,6.9,5.8
tt2334608,6.8,196,7,7,5.7,5.8,6
tt2334649,7.5,69507,7.5,8,7.5,7.6,6.6
tt2334715,4.7,181,5.7,6,4.4,5.6,3.8
tt2334731,4,338,4.6,4,3.9,4.1,2.7
tt2334733,5.7,7102,5.7,6,5.6,5.7,4.9
tt2334739,5.7,375,6,6,5.7,6.1,6
tt2334779,6.6,737,6.9,7,6.6,6.7,5.8
tt2334871,4.5,30970,4.5,5,4.3,5.1,4
tt2334873,7.3,182529,7.3,7,7.2,7.3,6.8
tt2334879,6.4,195780,6.5,7,6.3,6.8,6.1
tt2334896,6.8,5882,7,7,6.8,6.4,5
tt2335732,3.1,114,3.5,3,3.2,2.7,1.7
tt2336104,4.1,412,4.6,4,4.1,4.3,4.2
tt2336259,5.2,708,5.4,5,5.1,5.4,4.3
tt2336361,6.1,175,6.2,6,6.1,6.4,5.2
tt2336960,6.9,2361,7,7,6.8,7.2,6
tt2337292,6.7,217,7,7,6.6,6.9,1
tt2337448,5.2,157,5.1,5,5.2,5.4,4.8
tt2337841,5.4,4662,6.2,7,5.3,5.9,4.4
tt2337981,7.2,2881,7.4,7,7.3,6.9,4.4
tt2337993,6.1,119,6.1,7,6.2,5.6,5.8
tt2338027,4.7,494,5.1,5,4.8,4.8,4
tt2338062,5.1,196,5.5,5,4.7,5.8,4.3
tt2338151,8.1,143874,8.2,9,8.1,8.1,5.8
tt2338251,8.2,618,8.3,9,5,9.9,4.8
tt2338337,5.8,168,6.1,6,5.8,7,6.8
tt2338355,6.5,123,6.9,7,6.5,6.9,5.8
tt2338399,7.7,235,7,9,3.8,4,2
tt2338424,6.2,6128,6.4,6,6.1,6.3,5.3
tt2338454,5.5,14711,5.6,6,5.3,6,4.3
tt2338708,4.3,143,5.1,5,4,5.4,2.7
tt2338778,6.5,297,7.2,7,6.2,6.9,6.4
tt2338846,6.2,1000,6.2,6,6.2,6.4,6.1
tt2338864,6.9,1768,6.9,7,6.9,7.1,6.2
tt2338874,7.3,437,7.5,8,6.9,7.6,3
tt2339351,6,413,6.1,6,6,6,5.2
tt2339367,6.1,375,6.8,7,6,5.6,5.1
tt2339379,6.1,257,7.1,7,5.9,6.6,4.1
tt2339425,4.1,104,6.6,8,3.9,6,6
tt2339505,6.4,4571,7.4,8,6.5,5.3,5.6
tt2339549,4.9,187,5.1,5,5,4.6,4
tt2339707,3.1,381,3.8,2,2.9,2.8,7
tt2339741,4.8,25256,5.1,5,4.8,5,4.5
tt2340076,4.1,110,5.1,5,3.8,5.7,3.5
tt2340650,7.1,2526,7.3,7,7.1,7.2,5.9
tt2340888,4.5,101,5.5,5,4.2,5.2,4
tt2341308,2.9,143,4,3,2.6,5.3,1.9
tt2341664,4.7,2982,4.8,5,4.8,4.6,4.4
tt2341766,5.8,3899,6.1,6,5.8,6,3.9
tt2341874,7.1,129,7.7,8,6.8,8.5,2.2
tt2342061,3.5,496,3.8,3,3.5,4.8,2.5
tt2342071,4.5,396,5.2,5,4.4,4.5,4.8
tt2342207,5.3,1192,5.3,5,5.3,5.3,5.1
tt2342227,6.5,1411,7,7,6.5,5.9,4.4
tt2342233,5.9,116,6.4,6,6,5.9,4
tt2342249,8,250,8.1,9,7.3,8.9,2.2
tt2342287,6.2,220,7.2,7,6.2,6.7,4.3
tt2342301,6.2,252,6.4,6,6,6.5,5.4
tt2342317,6,190,6.7,7,6.1,6.1,5.9
tt2342810,7,895,7.3,7,6.9,7.2,6.3
tt2343086,3.1,127,4.2,3,3.1,3.3,3.1
tt2343134,7,492,7.5,8,7,6.8,9
tt2343158,6.3,1201,6.5,7,6.1,6.6,5.4
tt2343278,5.1,111,6.5,7,4.8,6.3,3
tt2343371,6.3,734,6.5,7,6.2,6.5,4.8
tt2343373,5.7,469,8.8,10,4.4,6.8,3.9
tt2343380,6.1,142,6.3,6,6,6.4,5
tt2343473,3.6,114,5,4,3.7,3.8,3.5
tt2343475,2.7,779,3.1,2,2.5,3.4,2.9
tt2343536,5.6,136,5.9,6,5.5,5.1,6.6
tt2343549,6.4,819,6.6,7,6.4,6.4,5.3
tt2343582,6.6,823,6.7,7,6.6,6.9,6.9
tt2343585,6.1,526,6.3,6,6.1,6,6.1
tt2343617,7,3448,7.1,7,6.9,7.4,6.2
tt2343621,6.9,610,7.1,7,6.9,6.9,5.7
tt2343707,4.6,161,4.8,5,4.5,4.6,4
tt2343793,6.4,25355,6.5,7,6.3,6.5,5.2
tt2343847,7,379,7.2,7,7,7.3,4
tt2344508,5.6,158,5.5,6,5.2,6.7,4.4
tt2344672,5.4,1342,5.9,6,5.4,6.3,6.2
tt2344678,1.7,7477,2.2,1,1.6,2.5,2.1
tt2344824,5.9,201,6.1,6,6,7,
tt2345112,6.3,14278,6.5,7,6.3,6.6,5.7
tt2345513,5.1,310,5.2,5,5.1,4.6,4
tt2345539,4.6,137,4.7,5,4.6,5,4
tt2345561,7.1,1585,7.3,7,7.1,6.3,5.9
tt2345567,5.9,15783,6.1,6,5.8,6.1,5.4
tt2345613,3.2,4573,3.5,3,3.2,3.5,3.7
tt2345695,2.4,410,3.6,2,2.2,2.3,2.7
tt2345721,4.3,827,5,5,4.2,4.5,4.7
tt2345737,6.4,41658,6.4,7,6.4,6.2,5.7
tt2345759,5.5,160354,5.5,6,5.4,5.5,4.9
tt2346406,3.9,189,4.8,4,3.8,4,3.6
tt2347134,7.1,2024,7.3,7,7.1,7,5.7
tt2347144,6.2,2218,6.3,6,6.3,6.1,6
tt2347289,4.1,339,4.5,4,4.2,3.9,3.2
tt2347479,6.1,104,6.3,6.5,6.1,6.3,5.7
tt2347497,5.2,7043,5.4,5,5.2,4.9,4.9
tt2347569,7.4,62297,7.5,8,7.4,7.5,6.2
tt2348394,4.7,1599,4.8,5,4.6,4.8,4.4
tt2348478,7.1,106,8.1,9,5,3.9,3
tt2349126,4.3,553,3.6,2,4.4,4.8,4.2
tt2349142,2,311,2.6,1,2,1.7,2.6
tt2349144,6.4,17959,6.4,7,6.4,6,5.7
tt2349212,4.6,169,5.5,5,4.5,4.4,4
tt2349460,6.1,3075,6.8,7,5.7,6.3,4.5
tt2349554,4.5,221,4.9,5,4.5,4.6,4
tt2349630,3.6,178,4.2,4,3.7,2.6,4.8
tt2349721,6,281,6.4,6,5.9,5.9,6
tt2349944,7.1,123,7.5,8,7,7.6,3.8
tt2349952,4.6,101,5.1,5,4.6,5,3.2
tt2350374,6.3,179,7,8,5,7.2,4
tt2350496,7.8,43823,7.9,8,7.8,7.7,6.7
tt2350734,6.5,109,6,7,6.5,7.5,10
tt2350736,5.2,398,5.4,5,5,6.5,7.2
tt2350852,3.8,294,4.3,4,3.6,4.5,3.3
tt2350892,5.8,7662,5.9,6,5.8,5.7,5.4
tt2350954,2.9,244,3.5,2,3.1,2.1,2.9
tt2351098,6.3,206,6.4,7,6.3,6.2,6
tt2351177,8.1,3034,8.2,9,8.1,7.9,3.7
tt2351310,6.7,5611,7,7,6.7,7.1,5.5
tt2351392,1.6,455,2.1,1,1.7,2.2,2.6
tt2351576,3.9,148,4.3,4,3.7,3.4,4.5
tt2352044,5.4,224,5.6,6,5.2,5.7,4.2
tt2352230,6,2086,5.9,6,6,6.2,5.5
tt2352394,6.1,508,6.2,7,6,6.2,6
tt2352488,5.1,2254,5.3,5,5.1,5.2,4.3
tt2352722,4.8,137,5.8,6,4.2,6.1,2.9
tt2352802,5.5,6229,5.6,6,5.4,5.8,4.9
tt2352892,3.3,328,3.9,3,3.2,3.9,2.2
tt2353767,7.1,7004,7.3,7,6.9,7.4,5.7
tt2354019,4.9,116,5.7,5,4.8,5.5,3.8
tt2354139,5.4,236,5.8,6,5.4,5.6,3.8
tt2354157,6.4,138,6.6,7,6.3,6.4,5.7
tt2354181,6.2,2773,6.3,6,6.2,6.3,5.5
tt2354196,4.2,656,4.5,4,4.2,4,3.7
tt2354215,5.7,1020,5.8,6,5.6,6,5.5
tt2354223,6.5,126,6.7,7,6.3,6.9,5
tt2354407,4.7,3669,5.3,5,4.6,5.3,4.7
tt2354437,3.6,307,4.6,4,3.5,3.1,3.6
tt2354513,3.6,435,4.1,4,3.5,3.9,3.6
tt2354525,5.1,362,5.5,5,5.2,3.9,4.4
tt2355346,6.5,187,7.9,8,6.2,7.2,1
tt2355462,3.8,103,4.3,4,3.6,4.4,2.9
tt2355495,6.6,21923,6.8,7,6.5,6.6,5.3
tt2355765,6.6,620,6.7,7,6.5,6.6,7
tt2355771,7.1,118,7.5,8,7.1,4.5,2
tt2355791,7.6,1294,7.7,8,7.5,5.6,3.6
tt2355823,6.5,4713,6.8,7,6.5,6.2,7.2
tt2355825,7.1,150,8.4,10,6.9,4.8,2
tt2355953,6.4,689,6.5,7,6.3,6.4,8.4
tt2356180,8.2,56257,8.4,9,8.2,7.8,5.6
